adh-001,tf-1,999,"Consultando datos sobre:"
adh-001,tf-5,999,"en"
adh-001,tf-3,999,"de"
adm-001,ec-11,999,"Anulaciones y Correcciones especiales"
adh-001,tf-7,999,"Siguiente"
adm-001,ec-1,999,"Pedidos en curso"
adh-001,tf-4,999,"Pedidos ordenados por fecha de Solicitud"
adh-001,tf-8,999,"Numero Total de Pedidos"
adh-001,tf-2,999,"Página Número"
adm-001,ec-4,999,"Datos Generales para la Administración"
adh-001,tf-9,999,"Anterior"
adm-001,ec-2,999,"Consola de Administración y Mantenimiento de Datos"
adm-001,ec-3,999,"Portada del Sitio"
adm-001,ec-10,999,"Sesión a cargo de"
adm-001,ec-5,999,"Datos de Usuarios - Comunicaciones y Consultas de Pedidos"
adh-001,tf-0,999,"Usuario:"
adm-001,ec-6,999,"Utilidades"
adm-001,ec-7,999,"Idiomas"
adm-001,ec-8,999,"Internacionalización del Sitio"
adm-001,ha-1,999,"Anulación"
adm-001,ec-9,999,"Material listo para entregar"
adm-001,ha-3,999,"Auditoría"
adh-001,opc-2,999,"Pedidos Históricos Cancelados"
adm-001,hc-11,999,"pedido esperando confirmación"
adm-001,hc-1,999,"pedidos pendientes"
adm-001,hc-12,999,"No hay pedido esperando confirmación"
adm-001,ha-2,999,"Consulta Anulaciones"
adm-001,hc-13,999,"pedidos confirmados"
adm-001,hc-15,999,"No hay pedidos confirmados"
adm-001,hc-16,999,"Todos los Pedidos por Código"
adm-001,hc-14,999,"pedido confirmado"
adm-001,hc-17,999,"solicitudes de registro de usuarios"
adm-001,hc-2,999,"pedido pendiente"
adm-001,hc-18,999,"solicitud de registro de usuario"
adm-001,hc-19,999,"No hay solicitudes de reg.Usuarios"
adm-001,hc-22,999,"No hay pedidos listos para entrega"
adm-001,hc-21,999,"pedido listo para entrega"
adm-001,hc-4,999,"pedidos en búsqueda"
adm-001,hc-3,999,"No hay pedidos pendientes"
adm-001,hco-2,999,"Por Título Normalizado"
adm-001,hc-7,999,"pedidos solicitados"
adm-001,hc-5,999,"pedido en búsqueda"
adm-001,hc-6,999,"No hay pedidos en busqueda"
adm-001,he-1,999,"Revistas"
adm-001,hc-23,999,"Solicitados por Destino"
adm-001,hco-1,999,"Por Usuario"
